id,timestamp,shard,load,expected_end_time,actual_end_time,delay
0,1.04,1,2.215,3.255,3.255,0.0
1,1.44,39,5.747,7.187,7.187,0.0
2,1.485,10,5.921,7.406,7.406,0.0
3,1.625,9,2.252,3.877,3.877,0.0
4,2.65,4,4.976,7.626,7.626,0.0
5,3.16,34,1.828,4.988,4.988,0.0
6,5.075,25,1.517,6.592,6.592,0.0
7,5.205,28,5.609,10.814,10.814,0.0
8,5.23,44,9.53,14.76,14.76,0.0
9,5.375,36,4.313,9.688,9.688,0.0
10,5.42,22,2.151,7.571,7.571,0.0
11,5.44,4,6.841,12.281,12.281,0.0
12,5.485,44,1.91,7.395,7.395,0.0
13,5.905,28,1.707,7.612,7.612,0.0
14,5.985,28,2.367,8.352,8.352,0.0
15,6.06,45,3.557,9.617,9.617,0.0
17,6.44,5,5.246,11.686,11.686,0.0
16,7.187,43,1.356,7.516,8.543,1.027
18,7.395,42,4.056,10.606,11.451,0.845
19,7.595,4,7.09,14.685,14.685,0.0
20,8.543,42,0.98,8.925,9.523,0.598
21,10.125,15,4.814,14.939,14.939,0.0
22,10.235,42,13.105,23.34,23.34,0.0
23,10.31,32,1.313,11.623,11.623,0.0
24,10.525,17,2.98,13.505,13.505,0.0
25,10.635,35,4.064,14.699,14.699,0.0
26,10.85,10,6.243,17.093,17.093,0.0
27,10.86,39,1.299,12.159,12.159,0.0
28,10.95,27,0.863,11.813,11.813,0.0
30,11.451,35,3.402,14.647,14.853,0.206
34,11.665,20,7.305,18.97,18.97,0.0
33,11.686,15,8.713,20.203,20.399,0.196
35,12.159,47,1.119,13.069,13.278,0.209
36,12.515,1,5.257,17.772,17.772,0.0
31,13.278,34,3.438,14.863,16.716,1.853
32,14.699,45,6.282,17.752,20.981,3.229
29,14.853,34,5.68,16.645,20.533,3.888
37,15.21,50,3.715,18.925,18.925,0.0
38,15.24,8,3.357,18.597,18.597,0.0
39,15.375,9,0.704,16.079,16.079,0.0
41,16.235,12,2.846,19.081,19.081,0.0
43,16.305,32,3.114,19.419,19.419,0.0
40,16.716,39,0.468,16.018,17.184,1.166
42,17.093,10,0.899,17.184,17.992,0.808
44,17.2,38,1.582,18.782,18.782,0.0
45,17.635,25,5.478,23.113,23.113,0.0
46,17.79,14,4.321,22.111,22.111,0.0
47,20.03,3,10.955,30.985,30.985,0.0
48,20.105,26,3.972,24.077,24.077,0.0
49,20.375,49,3.368,23.743,23.743,0.0
50,20.455,43,1.7,22.155,22.155,0.0
51,20.5,30,2.326,22.826,22.826,0.0
52,21.105,32,1.486,22.591,22.591,0.0
53,21.14,46,5.447,26.587,26.587,0.0
54,21.225,2,2.179,23.404,23.404,0.0
55,21.505,19,5.785,27.29,27.29,0.0
56,22.32,34,1.073,23.393,23.393,0.0
57,23.565,10,2.14,25.705,25.705,0.0
58,25.05,9,7.404,32.454,32.454,0.0
59,25.145,49,1.254,26.399,26.399,0.0
60,25.805,8,7.818,33.623,33.623,0.0
61,26.105,32,9.196,35.301,35.301,0.0
62,26.3,27,0.919,27.219,27.219,0.0
63,27.53,8,3.569,31.099,31.099,0.0
64,28.875,42,5.492,34.367,34.367,0.0
65,30.055,26,0.57,30.625,30.625,0.0
66,30.065,40,1.094,31.159,31.159,0.0
67,30.365,27,2.549,32.914,32.914,0.0
68,30.37,45,4.634,35.004,35.004,0.0
69,30.945,6,0.339,31.284,31.284,0.0
70,31.365,46,10.564,41.929,41.929,0.0
71,32.395,33,7.082,39.477,39.477,0.0
72,34.03,44,3.677,37.707,37.707,0.0
