0.0,0.0,0.256,0.0,0.0,0.0,0.145,0.156,0.0,0.988,0.472,0.881,1.428,0.007,0.0,0.811,0.011,0.651,0.619,0.0,0.355,0.306,0.0,0.817,0.0,0.777,0.0,0.0,0.739,0.0,0.0,0.991,0.545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.514,0.0,1.851,0.0,0.0,0.0,0.279,0.0,1.242,2.178,2.678,1.054,2.821,2.922,0.0,1.023,1.202,0.176,0.0,0.0,1.936,1.897,0.0,3.323,1.5,0.768,0.0,0.927,0.679,0.0,0.0,0.122,0.0,0.0,0.0,0.0,0.0,0.509,0.0,0.73,0.881,0.723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.803,0.0,0.0,0.0,0.0,0.0
0.0,0.728,0.72,0.0,0.0,0.0,0.0,0.999,0.569,0.0,0.487,0.94,0.225,0.0,0.993,0.201,0.422,0.0,0.194,0.693,0.222,0.754,0.0,0.694,0.0,0.326,0.0,0.0,0.0,0.995,0.415,0.0,1.279,0.584,0.0,0.0,0.883,0.492,0.0,0.0,0.792,1.777,0.523,0.259,0.0,0.0,0.0,0.0,0.0,0.493,0.0,0.0,0.236,0.942,0.213,0.623,0.0,0.0,0.0,0.0,0.105,0.0,1.83,0.0,1.938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.591,0.0,0.0,0.0,0.687,0.0,0.0,0.0,0.0,0.993,0.364,0.0,0.0,0.691,0.0,0.0,0.092,3.953,0.0,4.909,0.8,0.0,0.0,1.514,0.521,0.642,0.0,0.0
0.0,0.0,0.0,0.0,0.433,0.0,1.584,0.0,0.0,0.0,0.0,0.0,1.938,0.538,0.378,0.0,0.0,0.0,0.835,0.441,0.506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.963,0.034,0.476,0.0,0.0,0.0,0.763,1.026,0.195,0.0,0.327,0.781,0.0,0.0,0.848,0.0,0.273,0.0,0.0,0.0,0.0,0.0,0.0,0.591,0.0,0.55,1.128,0.871,0.0,0.96,0.37,0.0,0.267,0.0,0.0,0.846,0.0,0.789,0.0,0.0,0.0,0.525,0.0,0.667,0.0,0.426,0.804,0.083,0.653,0.0,0.0,0.0,0.0,0.0,0.978,0.213,0.0,0.579,0.152,0.23,1.389,0.726,0.0,0.0,0.0,0.901,0.117,0.0,0.0,0.0,0.0,0.724,0.318
0.0,0.988,0.681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.972,1.095,0.31,0.0,0.436,0.0,0.559,0.0,1.87,1.246,0.0,0.949,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.178,0.0,0.941,0.021,0.934,0.536,0.0,0.0,0.0,1.678,0.607,0.541,0.0,0.328,0.928,0.262,0.0,0.0,0.0,0.609,0.0,0.724,1.203,0.789,0.557,0.747,0.0,0.0,0.0,0.352,2.988,0.336,1.745,0.0,0.0,0.636,0.779,0.636,1.354,0.222,0.0,0.0,0.0,0.308,0.965,0.388,0.0,0.0,0.0,0.0,0.0,0.244,0.802,0.0,0.944,0.525,0.459,0.0,0.0,0.0,0.0,0.603,0.0,0.0,0.0,0.0,0.0,0.743,0.363,0.0,0.0
0.495,0.0,0.0,0.975,2.182,0.39,0.0,0.0,0.994,1.114,1.703,0.0,0.0,0.0,0.0,0.981,1.271,0.12,0.104,0.0,0.0,0.433,0.971,0.168,0.911,0.549,0.0,0.644,0.0,0.267,0.0,0.518,0.543,0.487,0.0,0.0,0.0,0.571,0.889,0.0,0.0,0.0,0.744,0.682,0.0,1.029,0.402,0.471,0.871,0.0,0.879,0.0,0.0,0.425,0.062,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.793,1.205,0.0,0.0,0.183,0.336,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.752,0.0,0.0,0.341,0.0,0.979,0.779,0.0,0.0,0.565,0.84,0.091,0.0,0.612,0.0,0.0,0.761,0.0,0.0,0.822,0.327,0.089,0.974,0.189
0.995,0.819,1.975,0.814,0.451,0.941,1.269,0.151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.366,0.836,0.654,0.0,0.0,0.764,0.0,0.0,0.816,2.109,0.396,0.704,0.0,0.0,0.0,0.0,0.31,0.0,1.146,0.274,0.0,0.0,0.0,1.877,0.0,3.102,0.0,0.0,0.0,0.701,0.0,0.769,1.384,0.0,0.968,0.334,0.935,0.047,0.0,0.0,2.828,0.161,1.595,0.0,0.0,0.891,0.806,0.991,0.739,0.0,0.0,1.921,0.0,2.817,0.0,0.203,0.0,0.0,0.096,1.915,0.0,3.055,0.466,0.725,0.0,0.333,0.0,0.0,0.946,0.161,0.0,0.0,0.0,0.0,0.835,0.079,0.0,0.0,0.0,0.937,0.418,0.0,0.0,0.0,0.759,0.0
0.0,0.641,0.826,0.036,0.0,0.0,0.0,0.329,0.0,0.0,1.447,0.441,0.0,0.0,0.0,0.438,0.807,0.0,0.0,0.0,0.432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.365,0.83,0.08,0.076,0.0,0.0,0.0,0.0,0.487,0.419,2.963,0.733,1.957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.929,0.429,2.002,0.0,0.455,0.0,0.0,0.115,0.0,0.0,0.758,1.077,0.0,0.0,1.949,0.0,1.674,0.477,0.0,0.0,0.679,0.096,0.0,0.0,0.849,0.624,1.284,2.714,0.0,1.701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.536,0.68,0.0,0.903,0.889,0.964,0.409,0.275,0.0,0.465,0.0,0.0,1.068,0.0
0.387,0.0,0.925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.177,0.292,0.0,1.843,0.072,0.0,0.0,0.0,0.354,0.0,0.381,1.934,1.913,1.808,3.041,0.0,0.0,0.74,0.0,0.0,0.649,0.0,0.858,0.625,0.787,0.0,0.0,0.0,0.0,0.0,0.527,0.0,0.863,0.683,2.144,0.0,1.754,0.0,0.0,0.0,0.0,0.0,0.332,0.405,0.0,0.0,0.0,0.0,0.0,0.0,0.135,0.153,0.922,0.726,0.0,0.0,1.745,1.0,1.717,0.0,3.986,0.808,0.517,0.0,0.0,0.0,0.0,0.843,3.164,0.329,0.983,0.799,0.99,1.193,0.0,0.0,0.995,0.704,0.0,0.0,0.0,1.885,0.582,0.588,0.17,0.0,0.0,0.0
0.635,1.489,0.0,0.0,0.433,1.618,0.0,0.584,0.557,0.0,0.0,0.956,0.65,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.0,1.052,0.0,0.464,1.216,0.0,0.0,0.552,0.0,0.0,0.482,0.394,0.0,0.328,0.494,0.555,0.913,0.0,0.0,0.0,0.0,0.0,0.121,1.004,0.0,0.0,0.647,0.0,0.0,0.0,0.0,0.0,0.0,1.968,1.0,0.0,3.57,0.0,0.0,0.843,0.0,0.599,0.0,0.0,0.372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.984,0.0,0.0,0.0,0.736,0.0,0.831,0.173,0.0,0.0,0.0,0.0,0.65,0.14,0.0,0.0,0.293,0.0,0.0,1.263,0.858,0.0,0.0,0.0
0.946,0.416,0.0,0.0,0.0,0.0,0.0,1.506,1.683,0.002,0.0,1.751,0.783,0.453,0.0,0.0,0.527,0.0,0.88,0.894,0.0,0.0,0.0,0.897,0.875,1.814,0.0,0.872,1.914,1.798,0.073,0.737,0.672,0.288,0.921,1.726,0.0,0.0,1.02,0.53,0.0,0.0,0.949,0.233,0.0,0.0,0.0,0.0,0.0,0.0,1.613,0.54,0.922,0.909,0.0,0.441,0.0,0.0,0.152,0.0,0.0,0.311,0.964,0.739,0.0,0.0,0.0,0.0,0.0,0.0,0.886,1.282,0.966,0.0,0.0,0.0,0.312,0.0,0.0,0.95,0.994,0.376,0.0,0.0,0.0,0.782,0.0,0.0,0.0,0.334,0.306,0.0,0.596,0.0,0.0,0.747,0.0,0.901,0.471,2.047,0.02
0.0,1.872,1.0,0.622,3.684,0.328,0.446,1.251,0.0,0.0,1.902,0.1,1.585,0.424,1.373,0.772,0.0,0.0,0.0,0.454,0.0,0.0,0.0,0.0,0.998,0.0,0.0,0.281,0.0,0.883,0.523,0.0,0.906,0.353,0.0,0.0,0.85,0.975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.689,0.0,0.0,0.0,0.0,0.0,0.0,0.97,0.0,0.414,0.0,1.961,0.204,0.602,0.0,0.0,0.934,0.42,0.937,0.185,0.988,0.024,0.0,0.466,0.0,1.384,0.732,0.744,0.0,0.0,1.859,0.926,1.656,0.0,0.0,0.0,1.829,2.266,0.112,0.557,0.0,0.865,0.165,0.0,0.0,0.0,0.0,0.902,0.934,0.0,0.0
0.61,0.0,0.946,0.001,0.0,0.561,0.385,0.0,0.644,0.0,0.0,0.0,0.0,0.614,0.869,1.848,0.42,1.924,0.0,0.0,0.95,0.36,0.0,0.423,0.803,1.254,0.0,0.0,0.0,0.0,0.291,0.0,0.0,0.935,0.024,1.686,0.046,0.506,0.235,0.0,0.0,0.716,1.554,0.434,0.0,0.0,0.904,2.549,0.783,2.687,0.12,2.687,0.395,1.632,0.0,0.874,0.0,0.753,0.792,0.0,0.0,0.0,1.928,0.0,2.709,0.0,0.0,0.0,0.0,0.0,0.0,0.395,0.0,0.962,0.8,0.0,0.0,0.891,0.525,0.778,1.315,1.016,0.409,0.0,0.0,0.0,0.584,0.318,0.871,0.657,0.0,0.0,0.971,0.134,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.604,0.566,0.053,0.0,0.0,0.971,0.108,0.0,0.366,0.0,0.819,0.0,0.0,0.0,0.0,0.949,0.614,0.0,0.0,1.903,0.0,1.876,0.0,0.0,0.31,0.819,0.0,0.582,0.0,0.0,1.161,0.252,0.0,0.0,0.584,0.0,0.0,0.244,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.458,0.509,0.0,1.158,0.311,0.0,0.0,0.36,0.0,0.0,0.0,1.824,0.779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,1.383,0.0,0.19,0.719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.074,0.217,0.0,0.913,0.0,0.752,0.0,0.0,1.8,0.0,1.444,0.0,0.269,1.031,0.0,0.035,0.0
